event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days
EVT_778487,USER_0071,trade,2024-01-01 21:08:47,21,0,0,1,consistent_winner,,,,,,,USDCHF,1.71,18204.84,-205.83,212.24,2063.0,1.181,1.0,,,,,,,,140
EVT_475125,USER_0283,kyc_change,2024-01-01 21:15:04,21,0,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,118
EVT_837048,USER_0178,trade,2024-01-01 21:21:02,21,0,0,0,none,,,,,,,USDJPY,0.63,1808.86,422.81,4847.65,2895.0,1.023,1.0,,,,,,,,152
EVT_582977,USER_0404,trade,2024-01-01 21:24:38,21,0,0,0,none,,,,,,,EURUSD,0.42,13214.06,-81.48,2870.54,134.0,0.939,1.0,,,,,,,,44
EVT_999812,USER_0312,trade,2024-01-01 21:33:12,21,0,0,0,none,,,,,,,GBPUSD,1.61,16241.72,218.41,951.85,1804.0,0.858,0.0,,,,,,,,357
EVT_556633,USER_0408,trade,2024-01-01 21:34:26,21,0,0,0,none,,,,,,,GBPUSD,1.15,18814.07,-82.88,4546.57,493.0,1.037,1.0,,,,,,,,206
EVT_935460,USER_0333,trade,2024-01-01 21:36:07,21,0,0,0,none,,,,,,,USDCHF,1.29,9241.09,311.22,2933.91,155.0,1.136,1.0,,,,,,,,220
EVT_335343,USER_0062,trade,2024-01-01 21:52:48,21,0,0,1,wash_trader,,,,,,,BTCUSD,0.05,5792.58,-63.8,1138.24,1958.0,0.761,0.0,,,,,,,,130
EVT_233475,USER_0489,login,2024-01-01 22:03:22,22,0,0,0,none,10.91.165.1,FR,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,144
EVT_888318,USER_0103,login,2024-01-01 22:09:06,22,0,0,0,none,10.51.227.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,239
EVT_895917,USER_0331,trade,2024-01-01 22:12:25,22,0,0,0,none,,,,,,,AUDUSD,1.23,15766.84,140.75,1244.69,998.0,0.849,0.0,,,,,,,,9
EVT_281269,USER_0292,withdrawal,2024-01-01 22:23:08,22,0,0,0,none,,,,,,,,,,,,,,,395.59,bank,0.0,,,,,324
EVT_896950,USER_0406,trade,2024-01-01 22:23:29,22,0,0,0,none,,,,,,,AUDUSD,1.99,2729.56,200.7,3506.27,699.0,0.591,0.0,,,,,,,,303
EVT_872279,USER_0077,withdrawal,2024-01-01 22:28:30,22,0,0,1,consistent_winner,,,,,,,,,,,,,,,197.81,crypto,0.0,,,,,340
EVT_661307,USER_0042,withdrawal,2024-01-01 22:37:49,22,0,0,1,deposit_withdrawal_cycler,10.135.19.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,16436.51,crypto,1.0,,,,,60
EVT_401828,USER_0049,kyc_change,2024-01-01 22:39:20,22,0,0,1,ip_hopper,,,,,,,,,,,,,,,,,,,,,address_update,142
EVT_754688,USER_0061,login,2024-01-01 22:57:58,22,0,0,1,ip_hopper,10.126.102.1,IN,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,316
EVT_333020,USER_0280,login,2024-01-01 22:58:59,22,0,0,0,none,10.146.8.1,DE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,9
EVT_131475,USER_0371,login,2024-01-01 23:03:00,23,0,0,0,none,10.214.251.1,IN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,8
EVT_428345,USER_0161,kyc_change,2024-01-01 23:21:58,23,0,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,162
EVT_578099,USER_0295,trade,2024-01-01 23:23:49,23,0,0,0,none,,,,,,,XAUUSD,0.66,5777.15,67.48,2469.6,1766.0,1.149,1.0,,,,,,,,63
EVT_185863,USER_0089,login,2024-01-01 23:27:38,23,0,0,1,wash_trader,10.206.0.1,JP,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,293
EVT_850515,USER_0247,deposit,2024-01-01 23:33:21,23,0,0,0,none,,,,,,,,,,,,,,,936.46,card,0.0,,,,,314
EVT_103665,USER_0168,login,2024-01-01 23:40:11,23,0,0,0,none,10.151.51.1,DE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,25
EVT_999310,USER_0081,trade,2024-01-02 00:18:57,0,1,0,1,device_switcher,,,,,,,EURUSD,0.7,20762.71,-148.19,1710.1,441.0,1.072,1.0,,,,,,,,276
EVT_983993,USER_0526,login,2024-01-02 00:23:02,0,1,0,0,none,10.46.203.1,NG,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,36
EVT_111648,USER_0034,login,2024-01-02 00:24:54,0,1,0,1,device_switcher,10.26.47.1,JP,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,236
EVT_543799,USER_0029,deposit,2024-01-02 00:37:26,0,1,0,1,kyc_manipulator,,,,,,,,,,,,,,,1142.74,card,0.0,,,,,212
EVT_537970,USER_0060,login,2024-01-02 00:38:35,0,1,0,1,structurer,10.240.9.1,FR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,278
EVT_533642,USER_0338,login,2024-01-02 00:43:26,0,1,0,0,none,10.24.23.1,US,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,5
EVT_720620,USER_0210,kyc_change,2024-01-02 00:52:13,0,1,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,204
EVT_882962,USER_0473,session,2024-01-02 00:59:19,0,1,0,0,none,,,ios_app,,,,,,,,,,,,,,,20.2,21.0,1.04,,361
EVT_241180,USER_0428,kyc_change,2024-01-02 01:00:54,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,291
EVT_645909,USER_0335,deposit,2024-01-02 01:05:37,1,1,0,0,none,,,,,,,,,,,,,,,3062.14,bank,0.0,,,,,95
EVT_973564,USER_0055,login,2024-01-02 01:16:03,1,1,0,1,dormant_withdrawer,10.238.212.1,IN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,139
EVT_434853,USER_0577,kyc_change,2024-01-02 01:28:51,1,1,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,236
EVT_362299,USER_0236,trade,2024-01-02 01:53:01,1,1,0,0,none,,,,,,,ETHUSD,1.79,1493.36,146.86,4639.61,1694.0,0.663,0.0,,,,,,,,182
EVT_341586,USER_0003,trade,2024-01-02 01:55:01,1,1,0,1,brute_forcer,,,,,,,BTCUSD,0.52,2353.41,165.86,941.9,429.0,0.877,0.0,,,,,,,,349
EVT_634979,USER_0400,trade,2024-01-02 02:04:58,2,1,0,0,none,,,,,,,XAUUSD,0.84,19675.87,314.99,4757.9,925.0,0.915,1.0,,,,,,,,146
EVT_191134,USER_0594,login,2024-01-02 02:10:29,2,1,0,0,none,10.96.210.1,DE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,88
EVT_497364,USER_0426,session,2024-01-02 02:34:55,2,1,0,0,none,,,ios_app,,,,,,,,,,,,,,,36.1,74.0,2.05,,284
EVT_632842,USER_0398,login,2024-01-02 02:36:20,2,1,0,0,none,10.249.162.1,UK,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,137
EVT_754435,USER_0225,login,2024-01-02 02:37:11,2,1,0,0,none,10.157.13.1,BR,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,346
EVT_825179,USER_0235,withdrawal,2024-01-02 02:43:11,2,1,0,0,none,,,,,,,,,,,,,,,1449.67,crypto,0.0,,,,,105
EVT_950977,USER_0413,deposit,2024-01-02 02:55:29,2,1,0,0,none,,,,,,,,,,,,,,,1198.74,crypto,0.0,,,,,192
EVT_795868,USER_0114,session,2024-01-02 02:55:50,2,1,0,0,none,,,safari_mac,,,,,,,,,,,,,,,53.6,46.0,0.86,,37
EVT_132680,USER_0531,login,2024-01-02 02:56:26,2,1,0,0,none,10.89.192.1,JP,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,268
EVT_739155,USER_0076,trade,2024-01-02 03:13:55,3,1,0,1,device_switcher,,,,,,,EURUSD,0.68,6307.57,287.69,4557.47,922.0,1.213,0.0,,,,,,,,143
EVT_933927,USER_0344,login,2024-01-02 03:27:58,3,1,0,0,none,10.244.36.1,SG,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,326
EVT_653339,USER_0466,login,2024-01-02 03:36:40,3,1,0,0,none,10.4.70.1,JP,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,124
EVT_213886,USER_0295,withdrawal,2024-01-02 03:50:08,3,1,0,0,none,,,,,,,,,,,,,,,394.5,bank,0.0,,,,,63
EVT_554304,USER_0592,deposit,2024-01-02 04:13:56,4,1,0,0,none,,,,,,,,,,,,,,,2843.47,crypto,0.0,,,,,72
EVT_325230,USER_0312,deposit,2024-01-02 04:27:06,4,1,0,0,none,,,,,,,,,,,,,,,1384.21,crypto,0.0,,,,,357
EVT_137491,USER_0239,session,2024-01-02 04:27:06,4,1,0,0,none,,,chrome_win,,,,,,,,,,,,,,,33.1,52.0,1.57,,2
EVT_697411,USER_0265,login,2024-01-02 04:27:50,4,1,0,0,none,10.242.123.1,SG,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,10
EVT_170825,USER_0105,deposit,2024-01-02 04:38:04,4,1,0,0,none,,,,,,,,,,,,,,,1797.94,crypto,0.0,,,,,272
EVT_371611,USER_0019,trade,2024-01-02 04:41:52,4,1,0,1,bot_trader,,,,,,,USDCHF,0.16,24326.71,-7.46,3116.68,3451.0,1.167,1.0,,,,,,,,177
EVT_583807,USER_0576,login,2024-01-02 04:43:03,4,1,0,0,none,10.68.161.1,CN,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,327
EVT_121783,USER_0148,trade,2024-01-02 04:56:12,4,1,0,0,none,,,,,,,AUDUSD,1.28,14466.02,-25.65,1511.95,895.0,0.62,0.0,,,,,,,,42
EVT_687918,USER_0382,trade,2024-01-02 05:00:45,5,1,0,0,none,,,,,,,EURUSD,0.25,1838.0,139.01,1634.89,637.0,0.932,1.0,,,,,,,,187
EVT_491860,USER_0306,trade,2024-01-02 05:02:29,5,1,0,0,none,,,,,,,EURUSD,1.05,19299.7,266.05,2643.59,1211.0,1.005,0.0,,,,,,,,59
EVT_953238,USER_0078,trade,2024-01-02 05:04:30,5,1,0,1,consistent_winner,,,,,,,EURUSD,0.14,20021.77,82.11,3202.58,2612.0,0.977,1.0,,,,,,,,320
EVT_571105,USER_0411,login,2024-01-02 05:10:39,5,1,0,0,none,10.245.102.1,US,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,118
EVT_250551,USER_0157,session,2024-01-02 05:23:44,5,1,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,43.5,79.0,1.82,,186
EVT_206482,USER_0336,session,2024-01-02 05:35:51,5,1,0,0,none,,,ios_app,,,,,,,,,,,,,,,51.6,18.0,0.35,,261
EVT_476032,USER_0268,trade,2024-01-02 05:48:41,5,1,0,0,none,,,,,,,AUDUSD,0.65,21585.49,-56.46,927.83,3393.0,0.842,0.0,,,,,,,,293
EVT_865847,USER_0004,session,2024-01-02 05:54:21,5,1,0,1,device_switcher,,,firefox_linux,,,,,,,,,,,,,,,9.8,63.0,6.43,,291
EVT_346967,USER_0275,deposit,2024-01-02 06:21:49,6,1,0,0,none,,,,,,,,,,,,,,,2603.45,crypto,0.0,,,,,81
EVT_636279,USER_0574,trade,2024-01-02 06:28:34,6,1,0,0,none,,,,,,,AUDUSD,0.13,15445.97,364.58,2827.32,2932.0,0.602,1.0,,,,,,,,33
EVT_232637,USER_0407,session,2024-01-02 06:33:07,6,1,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,7.1,20.0,2.82,,112
EVT_597909,USER_0033,login,2024-01-02 06:46:22,6,1,0,1,device_switcher,172.16.4.1,BR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,119
EVT_974924,USER_0211,trade,2024-01-02 06:54:19,6,1,0,0,none,,,,,,,USDCHF,1.48,3943.25,296.09,2409.02,885.0,1.082,0.0,,,,,,,,31
EVT_490555,USER_0206,deposit,2024-01-02 07:13:00,7,1,0,0,none,,,,,,,,,,,,,,,1945.95,crypto,0.0,,,,,248
EVT_228015,USER_0353,deposit,2024-01-02 07:21:39,7,1,0,0,none,,,,,,,,,,,,,,,2880.24,card,0.0,,,,,8
EVT_121001,USER_0254,login,2024-01-02 07:47:08,7,1,0,0,none,10.176.32.1,DE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,353
EVT_971783,USER_0415,deposit,2024-01-02 08:23:23,8,1,0,0,none,,,,,,,,,,,,,,,1669.4,crypto,0.0,,,,,277
EVT_871904,USER_0501,kyc_change,2024-01-02 08:30:00,8,1,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,252
EVT_827603,USER_0296,trade,2024-01-02 08:35:46,8,1,0,0,none,,,,,,,USDJPY,1.12,8746.31,247.49,3624.06,2335.0,1.394,0.0,,,,,,,,261
EVT_814956,USER_0042,deposit,2024-01-02 08:37:49,8,1,0,1,deposit_withdrawal_cycler,,,,,,,ETHUSD,0.81,10445.87,-199.61,1476.92,2904.0,1.043,1.0,6093.53,crypto,1.0,,,,,60
EVT_104696,USER_0195,login,2024-01-02 08:38:34,8,1,0,0,none,10.189.190.1,CN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,211
EVT_686810,USER_0443,trade,2024-01-02 08:45:50,8,1,0,0,none,,,,,,,USDCHF,1.1,13809.74,-103.96,756.24,1511.0,0.693,0.0,,,,,,,,279
EVT_522757,USER_0528,kyc_change,2024-01-02 09:01:16,9,1,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,263
EVT_395112,USER_0432,trade,2024-01-02 09:06:06,9,1,0,0,none,,,,,,,EURUSD,1.36,10747.12,-206.61,4458.0,2447.0,0.851,0.0,,,,,,,,216
EVT_726225,USER_0321,session,2024-01-02 09:06:08,9,1,0,0,none,,,safari_mac,,,,,,,,,,,,,,,35.1,17.0,0.48,,301
EVT_145495,USER_0040,login,2024-01-02 09:14:21,9,1,0,1,bot_trader,10.235.179.1,AE,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,110
EVT_135771,USER_0186,login,2024-01-02 09:22:19,9,1,0,0,none,10.102.21.1,NG,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,182
EVT_860017,USER_0178,login,2024-01-02 09:25:26,9,1,0,0,none,10.2.40.1,IN,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,153
EVT_915946,USER_0133,trade,2024-01-02 09:25:46,9,1,0,0,none,,,,,,,USDJPY,1.04,23179.44,35.21,721.32,1358.0,1.093,0.0,,,,,,,,200
EVT_915526,USER_0085,login,2024-01-02 09:42:09,9,1,0,1,ip_hopper,10.165.128.1,IN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,69
EVT_306386,USER_0342,login,2024-01-02 09:52:04,9,1,0,0,none,10.0.109.1,CN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,164
EVT_228797,USER_0307,kyc_change,2024-01-02 09:58:33,9,1,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,147
EVT_764968,USER_0237,kyc_change,2024-01-02 10:27:01,10,1,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,113
EVT_778506,USER_0042,withdrawal,2024-01-02 10:37:49,10,1,0,1,deposit_withdrawal_cycler,10.135.19.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,5251.32,crypto,1.0,,,,,61
EVT_948027,USER_0221,trade,2024-01-02 10:47:47,10,1,0,0,none,,,,,,,ETHUSD,0.18,11248.69,49.65,3244.7,1730.0,0.949,0.0,,,,,,,,351
EVT_254499,USER_0280,session,2024-01-02 10:50:14,10,1,0,0,none,,,ios_app,,,,,,,,,,,,,,,7.6,27.0,3.55,,9
EVT_431601,USER_0177,trade,2024-01-02 10:56:23,10,1,0,0,none,,,,,,,USDJPY,0.42,2602.64,63.9,4433.95,2021.0,0.854,0.0,,,,,,,,184
EVT_214140,USER_0370,login,2024-01-02 11:03:24,11,1,0,0,none,10.4.171.1,IN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,160
EVT_350302,USER_0488,login,2024-01-02 11:07:37,11,1,0,0,none,10.111.102.1,SG,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,8
EVT_299943,USER_0057,login,2024-01-02 11:07:45,11,1,0,1,dormant_withdrawer,10.199.172.1,JP,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,9
EVT_501681,USER_0176,trade,2024-01-02 11:21:59,11,1,0,0,none,,,,,,,USDCHF,0.26,13652.8,-74.72,3327.66,860.0,0.679,0.0,,,,,,,,59
EVT_914427,USER_0123,trade,2024-01-02 11:22:16,11,1,0,0,none,,,,,,,EURUSD,1.48,13413.01,-47.7,3935.85,619.0,1.0,0.0,,,,,,,,60
EVT_181739,USER_0297,session,2024-01-02 11:27:28,11,1,0,0,none,,,chrome_win,,,,,,,,,,,,,,,36.7,37.0,1.01,,259
EVT_289880,USER_0406,login,2024-01-02 11:52:37,11,1,0,0,none,10.133.53.1,US,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,304
EVT_275977,USER_0023,withdrawal,2024-01-02 12:01:19,12,1,0,1,deposit_withdrawal_cycler,,,,,,,,,,,,,,,765.01,bank,0.0,,,,,113
EVT_928909,USER_0033,login,2024-01-02 12:11:15,12,1,0,1,device_switcher,172.16.4.1,BR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,120
EVT_536132,USER_0267,kyc_change,2024-01-02 12:14:07,12,1,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,158
EVT_410347,USER_0458,login,2024-01-02 12:17:36,12,1,0,0,none,10.129.242.1,FR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,249
EVT_892710,USER_0332,deposit,2024-01-02 12:25:34,12,1,0,0,none,,,,,,,,,,,,,,,366.15,bank,0.0,,,,,90
EVT_522381,USER_0524,login,2024-01-02 12:38:23,12,1,0,0,none,10.207.108.1,IN,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,65
EVT_837328,USER_0576,deposit,2024-01-02 13:02:52,13,1,0,0,none,,,,,,,,,,,,,,,1927.03,crypto,0.0,,,,,328
EVT_378663,USER_0046,kyc_change,2024-01-02 13:24:53,13,1,0,1,deposit_withdrawal_cycler,,,,,,,,,,,,,,,,,,,,,address_update,199
EVT_966402,USER_0167,login,2024-01-02 13:38:08,13,1,0,0,none,10.109.174.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,306
EVT_768221,USER_0044,kyc_change,2024-01-02 13:48:17,13,1,0,1,device_switcher,,,,,,,,,,,,,,,,,,,,,phone_update,108
EVT_176791,USER_0257,login,2024-01-02 13:56:37,13,1,0,0,none,10.201.65.1,FR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,250
EVT_560352,USER_0145,session,2024-01-02 14:09:48,14,1,0,0,none,,,chrome_win,,,,,,,,,,,,,,,57.2,63.0,1.1,,107
EVT_189807,USER_0116,withdrawal,2024-01-02 14:15:08,14,1,0,0,none,,,,,,,,,,,,,,,819.84,crypto,0.0,,,,,23
EVT_366522,USER_0560,deposit,2024-01-02 14:16:08,14,1,0,0,none,,,,,,,,,,,,,,,3058.12,crypto,0.0,,,,,234
EVT_407771,USER_0249,session,2024-01-02 14:19:21,14,1,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,42.5,33.0,0.78,,161
EVT_784246,USER_0553,session,2024-01-02 14:35:36,14,1,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,37.1,18.0,0.49,,344
EVT_296114,USER_0246,session,2024-01-02 14:39:09,14,1,0,0,none,,,chrome_win,,,,,,,,,,,,,,,35.9,62.0,1.73,,209
EVT_147976,USER_0329,deposit,2024-01-02 14:45:05,14,1,0,0,none,,,,,,,,,,,,,,,1739.45,crypto,0.0,,,,,53
EVT_561845,USER_0291,deposit,2024-01-02 14:47:16,14,1,0,0,none,,,,,,,,,,,,,,,1124.75,crypto,0.0,,,,,334
EVT_730114,USER_0490,trade,2024-01-02 14:48:27,14,1,0,0,none,,,,,,,EURUSD,1.52,11300.68,-77.36,1306.86,3113.0,1.057,0.0,,,,,,,,218
EVT_882556,USER_0105,session,2024-01-02 14:53:00,14,1,0,0,none,,,chrome_win,,,,,,,,,,,,,,,55.3,32.0,0.58,,273
EVT_691580,USER_0317,deposit,2024-01-02 14:54:08,14,1,0,0,none,,,,,,,,,,,,,,,1678.36,crypto,0.0,,,,,322
EVT_488576,USER_0236,deposit,2024-01-02 14:54:33,14,1,0,0,none,,,,,,,,,,,,,,,2560.95,bank,0.0,,,,,183
EVT_101047,USER_0364,trade,2024-01-02 14:59:03,14,1,0,0,none,,,,,,,GBPUSD,1.77,8693.51,-199.22,3882.27,2335.0,1.27,0.0,,,,,,,,270
EVT_898023,USER_0333,session,2024-01-02 15:47:23,15,1,0,0,none,,,safari_mac,,,,,,,,,,,,,,,34.6,40.0,1.16,,220
EVT_442520,USER_0402,session,2024-01-02 15:49:30,15,1,0,0,none,,,chrome_win,,,,,,,,,,,,,,,30.8,59.0,1.92,,97
EVT_304876,USER_0241,withdrawal,2024-01-02 16:02:11,16,1,0,0,none,,,,,,,,,,,,,,,473.27,bank,0.0,,,,,322
EVT_351921,USER_0099,withdrawal,2024-01-02 16:10:34,16,1,0,0,none,,,,,,,,,,,,,,,809.33,bank,0.0,,,,,27
EVT_191425,USER_0465,login,2024-01-02 16:32:15,16,1,0,0,none,10.20.148.1,NG,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,36
EVT_412143,USER_0427,trade,2024-01-02 16:49:19,16,1,0,0,none,,,,,,,GBPUSD,0.74,5696.87,-492.4,593.04,1156.0,0.82,0.0,,,,,,,,245
EVT_848546,USER_0231,trade,2024-01-02 17:23:02,17,1,0,0,none,,,,,,,USDCHF,1.17,23140.95,-89.79,2463.57,2506.0,1.022,0.0,,,,,,,,176
EVT_299556,USER_0380,trade,2024-01-02 17:28:30,17,1,0,0,none,,,,,,,USDJPY,0.7,4688.36,126.36,118.55,1406.0,0.868,0.0,,,,,,,,289
EVT_997689,USER_0291,deposit,2024-01-02 17:33:41,17,1,0,0,none,,,,,,,,,,,,,,,1148.45,crypto,0.0,,,,,334
EVT_773616,USER_0403,withdrawal,2024-01-02 17:34:43,17,1,0,0,none,,,,,,,,,,,,,,,1286.5,crypto,0.0,,,,,196
EVT_516895,USER_0578,trade,2024-01-02 17:42:27,17,1,0,0,none,,,,,,,USDCHF,0.76,5664.58,249.54,4617.04,188.0,1.012,0.0,,,,,,,,206
EVT_670409,USER_0544,trade,2024-01-02 18:01:59,18,1,0,0,none,,,,,,,XAUUSD,0.04,22305.42,-292.58,2160.23,1226.0,0.75,1.0,,,,,,,,314
EVT_406173,USER_0426,deposit,2024-01-02 18:02:48,18,1,0,0,none,,,,,,,,,,,,,,,2682.96,card,0.0,,,,,284
EVT_729795,USER_0150,trade,2024-01-02 18:09:05,18,1,0,0,none,,,,,,,USDJPY,1.9,2082.4,213.19,3600.16,1216.0,0.833,0.0,,,,,,,,209
EVT_372393,USER_0153,login,2024-01-02 18:20:30,18,1,0,0,none,10.113.170.1,UK,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,291
EVT_495211,USER_0021,trade,2024-01-02 18:20:52,18,1,0,1,bot_trader,,,,,,,ETHUSD,1.6,2186.35,-54.42,1430.16,1092.0,1.095,0.0,,,,,,,,83
EVT_859455,USER_0561,trade,2024-01-02 18:21:29,18,1,0,0,none,,,,,,,XAUUSD,0.03,24494.53,114.18,1064.03,447.0,0.942,1.0,,,,,,,,120
EVT_560269,USER_0080,trade,2024-01-02 18:25:20,18,1,0,1,kyc_manipulator,,,,,,,ETHUSD,0.36,14107.98,-219.77,2145.4,2983.0,1.209,1.0,,,,,,,,273
EVT_184687,USER_0019,kyc_change,2024-01-02 18:41:22,18,1,0,1,bot_trader,,,,,,,,,,,,,,,,,,,,,address_update,178
EVT_686310,USER_0274,deposit,2024-01-02 18:44:18,18,1,0,0,none,,,,,,,,,,,,,,,2006.88,bank,0.0,,,,,145
EVT_932971,USER_0053,withdrawal,2024-01-02 18:57:27,18,1,0,1,device_switcher,,,,,,,,,,,,,,,1640.99,crypto,0.0,,,,,236
EVT_883951,USER_0485,login,2024-01-02 19:12:15,19,1,0,0,none,10.221.247.1,DE,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,326
EVT_789137,USER_0212,withdrawal,2024-01-02 19:37:05,19,1,0,0,none,,,,,,,,,,,,,,,537.31,bank,0.0,,,,,185
EVT_503348,USER_0507,session,2024-01-02 19:55:12,19,1,0,0,none,,,android_app,,,,,,,,,,,,,,,10.4,22.0,2.12,,338
EVT_438044,USER_0399,login,2024-01-02 19:58:26,19,1,0,0,none,10.193.157.1,FR,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,83
EVT_707180,USER_0133,trade,2024-01-02 20:08:11,20,1,0,0,none,,,,,,,GBPUSD,1.7,19517.21,-442.59,4953.12,2294.0,0.92,1.0,,,,,,,,201
EVT_378925,USER_0486,login,2024-01-02 20:13:40,20,1,0,0,none,10.164.196.1,RU,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,233
EVT_983848,USER_0490,deposit,2024-01-02 20:31:03,20,1,0,0,none,,,,,,,,,,,,,,,2296.7,bank,0.0,,,,,218
EVT_456581,USER_0042,deposit,2024-01-02 20:37:49,20,1,0,1,deposit_withdrawal_cycler,,,,,,,USDCHF,1.81,8488.8,-52.9,1207.54,2327.0,0.847,0.0,11076.54,crypto,1.0,,,,,61
EVT_309340,USER_0587,trade,2024-01-02 20:46:03,20,1,0,0,none,,,,,,,GBPUSD,0.95,18621.78,-301.22,4380.52,2760.0,0.961,1.0,,,,,,,,162
EVT_478563,USER_0365,trade,2024-01-02 20:55:38,20,1,0,0,none,,,,,,,GBPUSD,1.52,5547.54,431.35,2185.82,511.0,0.962,0.0,,,,,,,,105
EVT_835663,USER_0004,trade,2024-01-02 21:10:22,21,1,0,1,device_switcher,,,,,,,USDCHF,0.27,14993.06,-125.55,1242.96,2333.0,0.813,0.0,,,,,,,,292
EVT_846209,USER_0127,login,2024-01-02 21:17:30,21,1,0,0,none,10.165.8.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,78
EVT_485026,USER_0389,trade,2024-01-02 21:22:01,21,1,0,0,none,,,,,,,AUDUSD,1.49,22741.04,-60.3,1381.01,1204.0,1.039,1.0,,,,,,,,276
EVT_148315,USER_0339,session,2024-01-02 21:32:36,21,1,0,0,none,,,ios_app,,,,,,,,,,,,,,,18.1,20.0,1.1,,24
EVT_823137,USER_0152,trade,2024-01-02 21:36:05,21,1,0,0,none,,,,,,,USDJPY,0.12,23692.5,-200.13,1721.35,1015.0,1.074,0.0,,,,,,,,77
EVT_782920,USER_0472,withdrawal,2024-01-02 21:51:30,21,1,0,0,none,,,,,,,,,,,,,,,62.28,crypto,0.0,,,,,84
EVT_410397,USER_0405,trade,2024-01-02 21:58:16,21,1,0,0,none,,,,,,,BTCUSD,0.92,33040.31,120.2,3715.15,927.0,1.118,1.0,,,,,,,,359
EVT_614155,USER_0345,withdrawal,2024-01-02 22:06:14,22,1,0,0,none,,,,,,,,,,,,,,,1036.98,crypto,0.0,,,,,340
